index,Mata,MatAlpha,well,quadrant,n_96well,n_384well
1604,37,17,B3,C,19,5
1605,34,32,C3,A,17,5
1606,9,1,C3,C,19,5
1607,19,43,D3,A,17,5
1608,23,26,D3,C,19,5
1609,11,25,E3,A,17,5
1610,27,12,E3,C,19,5
1611,23,41,F3,A,17,5
1612,43,11,F3,C,19,5
1613,14,25,G3,A,17,5
1614,2,22,G3,C,19,5
1615,27,41,H3,A,17,5
1616,25,27,H3,C,19,5
1617,4,30,A3,B,18,5
1618,6,37,A3,D,20,5
1619,19,29,B3,B,18,5
1620,30,6,B3,D,20,5
1621,5,47,C3,B,18,5
1622,14,36,C3,D,20,5
1623,26,6,D3,B,18,5
1624,33,17,D3,D,20,5
1625,21,26,E3,B,18,5
1626,33,5,E3,D,20,5
1627,43,15,F3,B,18,5
1628,21,27,F3,D,20,5
1629,20,8,G3,B,18,5
1630,7,31,G3,D,20,5
1631,16,30,H3,B,18,5
1632,28,11,H3,D,20,5
1633,23,37,A4,A,17,5
1634,31,17,A4,C,19,5
1635,27,8,B4,A,17,5
1636,16,17,B4,C,19,5
1637,42,42,C4,A,17,5
1638,31,10,C4,C,19,5
1639,30,21,D4,A,17,5
1640,20,18,D4,C,19,5
1641,21,12,E4,A,17,5
1642,15,22,E4,C,19,5
1643,26,23,F4,A,17,5
1644,22,44,F4,C,19,5
1645,15,32,G4,A,17,5
1646,39,33,G4,C,19,5
1647,9,29,H4,A,17,5
1648,39,20,H4,C,19,5
1649,27,45,A4,B,18,5
1650,25,5,A4,D,20,5
1651,26,43,B4,B,18,5
1652,29,43,B4,D,20,5
1653,20,15,C4,B,18,5
1654,15,33,C4,D,20,5
1655,35,29,D4,B,18,5
1656,25,48,D4,D,20,5
1657,36,4,E4,B,18,5
1658,2,38,E4,D,20,5
1659,43,9,F4,B,18,5
1660,10,31,F4,D,20,5
1661,42,17,G4,B,18,5
1662,15,35,G4,D,20,5
1663,18,48,H4,B,18,5
1664,19,8,H4,D,20,5
1665,39,29,A5,A,17,5
1666,30,43,A5,C,19,5
1667,Empty,Empty,B5,A,17,5
1668,38,2,B5,C,19,5
1669,22,36,C5,A,17,5
1670,36,15,C5,C,19,5
1671,15,29,D5,A,17,5
1672,9,47,D5,C,19,5
1673,42,37,E5,A,17,5
1674,28,15,E5,C,19,5
1675,21,31,F5,A,17,5
1676,3,22,F5,C,19,5
1677,1,2,G5,A,17,5
1678,20,40,G5,C,19,5
1679,18,38,H5,A,17,5
1680,43,40,H5,C,19,5
1681,29,24,A5,B,18,5
1682,39,2,A5,D,20,5
1683,28,7,B5,B,18,5
1684,24,29,B5,D,20,5
1685,23,1,C5,B,18,5
1686,24,8,C5,D,20,5
1687,2,35,D5,B,18,5
1688,2,16,D5,D,20,5
1689,12,41,E5,B,18,5
1690,37,13,E5,D,20,5
1691,2,47,F5,B,18,5
1692,12,15,F5,D,20,5
1693,5,8,G5,B,18,5
1694,27,36,G5,D,20,5
1695,38,27,H5,B,18,5
1696,29,20,H5,D,20,5
1697,31,14,A6,A,17,5
1698,3,12,A6,C,19,5
1699,33,31,B6,A,17,5
1700,22,10,B6,C,19,5
1701,29,11,C6,A,17,5
1702,26,15,C6,C,19,5
1703,39,13,D6,A,17,5
1704,31,2,D6,C,19,5
1705,34,37,E6,A,17,5
1706,9,14,E6,C,19,5
1707,11,27,F6,A,17,5
1708,13,34,F6,C,19,5
1709,41,18,G6,A,17,5
1710,32,25,G6,C,19,5
1711,18,25,H6,A,17,5
1712,31,9,H6,C,19,5
1713,10,26,A6,B,18,5
1714,15,48,A6,D,20,5
1715,Empty,Empty,B6,B,18,5
1716,15,3,B6,D,20,5
1717,41,2,C6,B,18,5
1718,40,16,C6,D,20,5
1719,40,42,D6,B,18,5
1720,39,6,D6,D,20,5
1721,26,20,E6,B,18,5
1722,21,17,E6,D,20,5
1723,25,22,F6,B,18,5
1724,5,5,F6,D,20,5
1725,38,17,G6,B,18,5
1726,30,41,G6,D,20,5
1727,34,8,H6,B,18,5
1728,27,3,H6,D,20,5
1729,14,30,A7,A,17,5
1730,32,3,A7,C,19,5
1731,25,18,B7,A,17,5
1732,Empty,Empty,B7,C,19,5
1733,31,26,C7,A,17,5
1734,27,18,C7,C,19,5
1735,27,38,D7,A,17,5
1736,32,38,D7,C,19,5
1737,38,47,E7,A,17,5
1738,4,34,E7,C,19,5
1739,38,42,F7,A,17,5
1740,31,37,F7,C,19,5
1741,2,36,G7,A,17,5
1742,13,30,G7,C,19,5
1743,16,7,H7,A,17,5
1744,4,15,H7,C,19,5
1745,38,46,A7,B,18,5
1746,31,30,A7,D,20,5
1747,31,34,B7,B,18,5
1748,14,1,B7,D,20,5
1749,18,6,C7,B,18,5
1750,38,13,C7,D,20,5
1751,14,35,D7,B,18,5
1752,15,43,D7,D,20,5
1753,6,23,E7,B,18,5
1754,21,48,E7,D,20,5
1755,40,5,F7,B,18,5
1756,34,12,F7,D,20,5
1757,40,34,G7,B,18,5
1758,20,21,G7,D,20,5
1759,19,21,H7,B,18,5
1760,17,18,H7,D,20,5
1761,24,20,A8,A,17,5
1762,29,47,A8,C,19,5
1763,13,24,B8,A,17,5
1764,32,34,B8,C,19,5
1765,13,28,C8,A,17,5
1766,25,38,C8,C,19,5
1767,33,47,D8,A,17,5
1768,14,21,D8,C,19,5
1769,28,19,E8,A,17,5
1770,18,34,E8,C,19,5
1771,42,36,F8,A,17,5
1772,19,1,F8,C,19,5
1773,35,39,G8,A,17,5
1774,10,33,G8,C,19,5
1775,18,36,H8,A,17,5
1776,10,2,H8,C,19,5
1777,43,13,A8,B,18,5
1778,14,14,A8,D,20,5
1779,19,25,B8,B,18,5
1780,Empty,Empty,B8,D,20,5
1781,24,5,C8,B,18,5
1782,42,19,C8,D,20,5
1783,33,34,D8,B,18,5
1784,33,42,D8,D,20,5
1785,16,11,E8,B,18,5
1786,38,3,E8,D,20,5
1787,1,47,F8,B,18,5
1788,2,6,F8,D,20,5
1789,10,37,G8,B,18,5
1790,26,35,G8,D,20,5
1791,28,17,H8,B,18,5
1792,17,9,H8,D,20,5
1793,32,1,A9,A,17,5
1794,8,46,A9,C,19,5
1795,12,31,B9,A,17,5
1796,35,47,B9,C,19,5
1797,25,47,C9,A,17,5
1798,9,2,C9,C,19,5
1799,28,28,D9,A,17,5
1800,1,15,D9,C,19,5
1801,27,9,E9,A,17,5
1802,42,41,E9,C,19,5
1803,24,15,F9,A,17,5
1804,9,17,F9,C,19,5
1805,40,19,G9,A,17,5
1806,22,42,G9,C,19,5
1807,33,41,H9,A,17,5
1808,27,28,H9,C,19,5
1809,39,4,A9,B,18,5
1810,36,37,A9,D,20,5
1811,30,3,B9,B,18,5
1812,39,18,B9,D,20,5
1813,1,3,C9,B,18,5
1814,9,31,C9,D,20,5
1815,33,39,D9,B,18,5
1816,37,39,D9,D,20,5
1817,10,32,E9,B,18,5
1818,33,7,E9,D,20,5
1819,41,30,F9,B,18,5
1820,1,41,F9,D,20,5
1821,12,47,G9,B,18,5
1822,42,24,G9,D,20,5
1823,13,6,H9,B,18,5
1824,40,47,H9,D,20,5
1825,41,37,A10,A,17,5
1826,18,1,A10,C,19,5
1827,9,40,B10,A,17,5
1828,3,41,B10,C,19,5
1829,5,32,C10,A,17,5
1830,42,5,C10,C,19,5
1831,4,32,D10,A,17,5
1832,31,15,D10,C,19,5
1833,3,32,E10,A,17,5
1834,30,16,E10,C,19,5
1835,36,34,F10,A,17,5
1836,24,39,F10,C,19,5
1837,37,19,G10,A,17,5
1838,21,36,G10,C,19,5
1839,30,30,H10,A,17,5
1840,4,7,H10,C,19,5
1841,40,11,A10,B,18,5
1842,33,37,A10,D,20,5
1843,13,18,B10,B,18,5
1844,11,18,B10,D,20,5
1845,8,22,C10,B,18,5
1846,33,16,C10,D,20,5
1847,14,31,D10,B,18,5
1848,36,46,D10,D,20,5
1849,37,3,E10,B,18,5
1850,20,36,E10,D,20,5
1851,1,27,F10,B,18,5
1852,23,43,F10,D,20,5
1853,11,22,G10,B,18,5
1854,21,6,G10,D,20,5
1855,14,12,H10,B,18,5
1856,41,5,H10,D,20,5
1857,16,45,A11,A,17,5
1858,24,46,A11,C,19,5
1859,4,35,B11,A,17,5
1860,19,18,B11,C,19,5
1861,36,6,C11,A,17,5
1862,19,36,C11,C,19,5
1863,25,36,D11,A,17,5
1864,18,13,D11,C,19,5
1865,28,47,E11,A,17,5
1866,39,3,E11,C,19,5
1867,2,30,F11,A,17,5
1868,39,19,F11,C,19,5
1869,15,40,G11,A,17,5
1870,43,3,G11,C,19,5
1871,27,24,H11,A,17,5
1872,30,46,H11,C,19,5
1873,6,19,A11,B,18,5
1874,14,7,A11,D,20,5
1875,6,24,B11,B,18,5
1876,29,34,B11,D,20,5
1877,32,39,C11,B,18,5
1878,20,35,C11,D,20,5
1879,40,17,D11,B,18,5
1880,10,30,D11,D,20,5
1881,30,31,E11,B,18,5
1882,36,42,E11,D,20,5
1883,2,7,F11,B,18,5
1884,24,19,F11,D,20,5
1885,8,31,G11,B,18,5
1886,3,34,G11,D,20,5
1887,27,42,H11,B,18,5
1888,5,24,H11,D,20,5
1889,12,5,A12,A,17,5
1890,19,4,A12,C,19,5
1891,22,31,B12,A,17,5
1892,35,46,B12,C,19,5
1893,16,24,C12,A,17,5
1894,37,25,C12,C,19,5
1895,1,48,D12,A,17,5
1896,17,4,D12,C,19,5
1897,27,34,E12,A,17,5
1898,13,32,E12,C,19,5
1899,7,5,F12,A,17,5
1900,18,41,F12,C,19,5
1901,1,45,G12,A,17,5
1902,21,18,G12,C,19,5
1903,Empty,Empty,H12,A,17,5
1904,Empty,Empty,H12,C,19,5
1905,3,6,A12,B,18,5
1906,28,30,A12,D,20,5
1907,17,48,B12,B,18,5
1908,6,39,B12,D,20,5
1909,40,7,C12,B,18,5
1910,11,44,C12,D,20,5
1911,19,9,D12,B,18,5
1912,11,13,D12,D,20,5
1913,30,25,E12,B,18,5
1914,27,5,E12,D,20,5
1915,5,15,F12,B,18,5
1916,9,36,F12,D,20,5
1917,23,6,G12,B,18,5
1918,11,19,G12,D,20,5
1919,Empty,Empty,H12,B,18,5
1920,Empty,Empty,H12,D,20,5
1921,26,5,A1,A,21,6
1922,Empty,Empty,A1,C,23,6
1923,1,17,B1,A,21,6
1924,Empty,Empty,B1,C,23,6
1925,12,22,C1,A,21,6
1926,Empty,Empty,C1,C,23,6
1927,24,32,D1,A,21,6
1928,Empty,Empty,D1,C,23,6
1929,38,11,E1,A,21,6
1930,Empty,Empty,E1,C,23,6
1931,5,12,F1,A,21,6
1932,Empty,Empty,F1,C,23,6
1933,19,14,G1,A,21,6
1934,Empty,Empty,G1,C,23,6
1935,23,23,H1,A,21,6
1936,Empty,Empty,H1,C,23,6
1937,18,17,A1,B,22,6
1938,Empty,Empty,A1,D,24,6
1939,34,41,B1,B,22,6
1940,Empty,Empty,B1,D,24,6
1941,37,12,C1,B,22,6
1942,Empty,Empty,C1,D,24,6
1943,9,21,D1,B,22,6
1944,Empty,Empty,D1,D,24,6
1945,27,4,E1,B,22,6
1946,Empty,Empty,E1,D,24,6
1947,23,29,F1,B,22,6
1948,Empty,Empty,F1,D,24,6
1949,31,29,G1,B,22,6
1950,Empty,Empty,G1,D,24,6
1951,24,18,H1,B,22,6
1952,Empty,Empty,H1,D,24,6
1953,11,14,A2,A,21,6
1954,Empty,Empty,A2,C,23,6
1955,31,47,B2,A,21,6
1956,Empty,Empty,B2,C,23,6
1957,30,40,C2,A,21,6
1958,Empty,Empty,C2,C,23,6
1959,31,19,D2,A,21,6
1960,Empty,Empty,D2,C,23,6
1961,22,15,E2,A,21,6
1962,Empty,Empty,E2,C,23,6
1963,17,47,F2,A,21,6
1964,Empty,Empty,F2,C,23,6
1965,31,16,G2,A,21,6
1966,Empty,Empty,G2,C,23,6
1967,20,20,H2,A,21,6
1968,Empty,Empty,H2,C,23,6
1969,11,11,A2,B,22,6
1970,Empty,Empty,A2,D,24,6
1971,14,23,B2,B,22,6
1972,Empty,Empty,B2,D,24,6
1973,10,45,C2,B,22,6
1974,Empty,Empty,C2,D,24,6
1975,15,14,D2,B,22,6
1976,Empty,Empty,D2,D,24,6
1977,37,14,E2,B,22,6
1978,Empty,Empty,E2,D,24,6
1979,25,1,F2,B,22,6
1980,Empty,Empty,F2,D,24,6
1981,21,19,G2,B,22,6
1982,Empty,Empty,G2,D,24,6
1983,41,1,H2,B,22,6
1984,Empty,Empty,H2,D,24,6
1985,8,3,A3,A,21,6
1986,Empty,Empty,A3,C,23,6
1987,42,10,B3,A,21,6
1988,Empty,Empty,B3,C,23,6
1989,35,48,C3,A,21,6
1990,Empty,Empty,C3,C,23,6
1991,23,14,D3,A,21,6
1992,Empty,Empty,D3,C,23,6
1993,42,3,E3,A,21,6
1994,Empty,Empty,E3,C,23,6
1995,35,19,F3,A,21,6
1996,Empty,Empty,F3,C,23,6
1997,5,17,G3,A,21,6
1998,Empty,Empty,G3,C,23,6
1999,43,16,H3,A,21,6
2000,Empty,Empty,H3,C,23,6
2001,29,16,A3,B,22,6
2002,Empty,Empty,A3,D,24,6
2003,6,31,B3,B,22,6
2004,Empty,Empty,B3,D,24,6
2005,3,29,C3,B,22,6
2006,Empty,Empty,C3,D,24,6
2007,34,46,D3,B,22,6
2008,Empty,Empty,D3,D,24,6
2009,31,18,E3,B,22,6
2010,Empty,Empty,E3,D,24,6
2011,7,23,F3,B,22,6
2012,Empty,Empty,F3,D,24,6
2013,10,48,G3,B,22,6
2014,Empty,Empty,G3,D,24,6
2015,28,20,H3,B,22,6
2016,Empty,Empty,H3,D,24,6
2017,42,27,A4,A,21,6
2018,Empty,Empty,A4,C,23,6
2019,9,35,B4,A,21,6
2020,Empty,Empty,B4,C,23,6
2021,41,20,C4,A,21,6
2022,Empty,Empty,C4,C,23,6
2023,12,10,D4,A,21,6
2024,Empty,Empty,D4,C,23,6
2025,1,20,E4,A,21,6
2026,Empty,Empty,E4,C,23,6
2027,10,38,F4,A,21,6
2028,Empty,Empty,F4,C,23,6
2029,7,48,G4,A,21,6
2030,Empty,Empty,G4,C,23,6
2031,9,6,H4,A,21,6
2032,Empty,Empty,H4,C,23,6
2033,6,47,A4,B,22,6
2034,Empty,Empty,A4,D,24,6
2035,9,45,B4,B,22,6
2036,Empty,Empty,B4,D,24,6
2037,29,8,C4,B,22,6
2038,Empty,Empty,C4,D,24,6
2039,21,24,D4,B,22,6
2040,Empty,Empty,D4,D,24,6
2041,8,12,E4,B,22,6
2042,Empty,Empty,E4,D,24,6
2043,29,19,F4,B,22,6
2044,Empty,Empty,F4,D,24,6
2045,32,16,G4,B,22,6
2046,Empty,Empty,G4,D,24,6
2047,27,44,H4,B,22,6
2048,Empty,Empty,H4,D,24,6
2049,8,40,A5,A,21,6
2050,Empty,Empty,A5,C,23,6
2051,19,6,B5,A,21,6
2052,Empty,Empty,B5,C,23,6
2053,33,26,C5,A,21,6
2054,Empty,Empty,C5,C,23,6
2055,22,40,D5,A,21,6
2056,Empty,Empty,D5,C,23,6
2057,19,13,E5,A,21,6
2058,Empty,Empty,E5,C,23,6
2059,18,29,F5,A,21,6
2060,Empty,Empty,F5,C,23,6
2061,5,11,G5,A,21,6
2062,Empty,Empty,G5,C,23,6
2063,11,46,H5,A,21,6
2064,Empty,Empty,H5,C,23,6
2065,6,17,A5,B,22,6
2066,Empty,Empty,A5,D,24,6
2067,32,35,B5,B,22,6
2068,Empty,Empty,B5,D,24,6
2069,29,42,C5,B,22,6
2070,Empty,Empty,C5,D,24,6
2071,14,4,D5,B,22,6
2072,Empty,Empty,D5,D,24,6
2073,36,7,E5,B,22,6
2074,Empty,Empty,E5,D,24,6
2075,23,31,F5,B,22,6
2076,Empty,Empty,F5,D,24,6
2077,39,5,G5,B,22,6
2078,Empty,Empty,G5,D,24,6
2079,10,46,H5,B,22,6
2080,Empty,Empty,H5,D,24,6
2081,17,7,A6,A,21,6
2082,Empty,Empty,A6,C,23,6
2083,14,39,B6,A,21,6
2084,Empty,Empty,B6,C,23,6
2085,16,8,C6,A,21,6
2086,Empty,Empty,C6,C,23,6
2087,35,21,D6,A,21,6
2088,Empty,Empty,D6,C,23,6
2089,29,7,E6,A,21,6
2090,Empty,Empty,E6,C,23,6
2091,6,46,F6,A,21,6
2092,Empty,Empty,F6,C,23,6
2093,4,18,G6,A,21,6
2094,Empty,Empty,G6,C,23,6
2095,23,17,H6,A,21,6
2096,Empty,Empty,H6,C,23,6
2097,34,43,A6,B,22,6
2098,Empty,Empty,A6,D,24,6
2099,2,8,B6,B,22,6
2100,Empty,Empty,B6,D,24,6
2101,5,35,C6,B,22,6
2102,Empty,Empty,C6,D,24,6
2103,28,23,D6,B,22,6
2104,Empty,Empty,D6,D,24,6
2105,22,8,E6,B,22,6
2106,Empty,Empty,E6,D,24,6
2107,33,48,F6,B,22,6
2108,Empty,Empty,F6,D,24,6
2109,35,8,G6,B,22,6
2110,Empty,Empty,G6,D,24,6
2111,9,9,H6,B,22,6
2112,Empty,Empty,H6,D,24,6
2113,36,1,A7,A,21,6
2114,Empty,Empty,A7,C,23,6
2115,40,4,B7,A,21,6
2116,Empty,Empty,B7,C,23,6
2117,5,48,C7,A,21,6
2118,Empty,Empty,C7,C,23,6
2119,19,37,D7,A,21,6
2120,Empty,Empty,D7,C,23,6
2121,26,16,E7,A,21,6
2122,Empty,Empty,E7,C,23,6
2123,38,10,F7,A,21,6
2124,Empty,Empty,F7,C,23,6
2125,18,45,G7,A,21,6
2126,Empty,Empty,G7,C,23,6
2127,43,14,H7,A,21,6
2128,Empty,Empty,H7,C,23,6
2129,14,8,A7,B,22,6
2130,Empty,Empty,A7,D,24,6
2131,3,26,B7,B,22,6
2132,Empty,Empty,B7,D,24,6
2133,19,22,C7,B,22,6
2134,Empty,Empty,C7,D,24,6
2135,40,27,D7,B,22,6
2136,Empty,Empty,D7,D,24,6
2137,33,19,E7,B,22,6
2138,Empty,Empty,E7,D,24,6
2139,13,17,F7,B,22,6
2140,Empty,Empty,F7,D,24,6
2141,22,39,G7,B,22,6
2142,Empty,Empty,G7,D,24,6
2143,32,15,H7,B,22,6
2144,Empty,Empty,H7,D,24,6
2145,31,38,A8,A,21,6
2146,Empty,Empty,A8,C,23,6
2147,1,25,B8,A,21,6
2148,Empty,Empty,B8,C,23,6
2149,16,36,C8,A,21,6
2150,Empty,Empty,C8,C,23,6
2151,13,23,D8,A,21,6
2152,Empty,Empty,D8,C,23,6
2153,13,14,E8,A,21,6
2154,Empty,Empty,E8,C,23,6
2155,30,48,F8,A,21,6
2156,Empty,Empty,F8,C,23,6
2157,31,11,G8,A,21,6
2158,Empty,Empty,G8,C,23,6
2159,23,2,H8,A,21,6
2160,Empty,Empty,H8,C,23,6
2161,16,19,A8,B,22,6
2162,Empty,Empty,A8,D,24,6
2163,11,8,B8,B,22,6
2164,Empty,Empty,B8,D,24,6
2165,30,12,C8,B,22,6
2166,Empty,Empty,C8,D,24,6
2167,39,36,D8,B,22,6
2168,Empty,Empty,D8,D,24,6
2169,31,20,E8,B,22,6
2170,Empty,Empty,E8,D,24,6
2171,25,16,F8,B,22,6
2172,Empty,Empty,F8,D,24,6
2173,5,43,G8,B,22,6
2174,Empty,Empty,G8,D,24,6
2175,15,44,H8,B,22,6
2176,Empty,Empty,H8,D,24,6
2177,Empty,Empty,A9,A,21,6
2178,Empty,Empty,A9,C,23,6
2179,24,26,B9,A,21,6
2180,Empty,Empty,B9,C,23,6
2181,19,10,C9,A,21,6
2182,Empty,Empty,C9,C,23,6
2183,2,41,D9,A,21,6
2184,Empty,Empty,D9,C,23,6
2185,12,43,E9,A,21,6
2186,Empty,Empty,E9,C,23,6
2187,22,18,F9,A,21,6
2188,Empty,Empty,F9,C,23,6
2189,31,41,G9,A,21,6
2190,Empty,Empty,G9,C,23,6
2191,27,14,H9,A,21,6
2192,Empty,Empty,H9,C,23,6
2193,21,35,A9,B,22,6
2194,Empty,Empty,A9,D,24,6
2195,42,44,B9,B,22,6
2196,Empty,Empty,B9,D,24,6
2197,1,12,C9,B,22,6
2198,Empty,Empty,C9,D,24,6
2199,27,47,D9,B,22,6
2200,Empty,Empty,D9,D,24,6
2201,10,11,E9,B,22,6
2202,Empty,Empty,E9,D,24,6
2203,40,13,F9,B,22,6
2204,Empty,Empty,F9,D,24,6
2205,30,28,G9,B,22,6
2206,Empty,Empty,G9,D,24,6
2207,1,6,H9,B,22,6
2208,Empty,Empty,H9,D,24,6
2209,39,16,A10,A,21,6
2210,Empty,Empty,A10,C,23,6
2211,22,45,B10,A,21,6
2212,Empty,Empty,B10,C,23,6
2213,40,23,C10,A,21,6
2214,Empty,Empty,C10,C,23,6
2215,43,25,D10,A,21,6
2216,Empty,Empty,D10,C,23,6
2217,43,8,E10,A,21,6
2218,Empty,Empty,E10,C,23,6
2219,17,44,F10,A,21,6
2220,Empty,Empty,F10,C,23,6
2221,34,24,G10,A,21,6
2222,Empty,Empty,G10,C,23,6
2223,6,15,H10,A,21,6
2224,Empty,Empty,H10,C,23,6
2225,37,16,A10,B,22,6
2226,Empty,Empty,A10,D,24,6
2227,Empty,Empty,B10,B,22,6
2228,Empty,Empty,B10,D,24,6
2229,22,7,C10,B,22,6
2230,Empty,Empty,C10,D,24,6
2231,13,44,D10,B,22,6
2232,Empty,Empty,D10,D,24,6
2233,8,18,E10,B,22,6
2234,Empty,Empty,E10,D,24,6
2235,12,42,F10,B,22,6
2236,Empty,Empty,F10,D,24,6
2237,23,9,G10,B,22,6
2238,Empty,Empty,G10,D,24,6
2239,35,45,H10,B,22,6
2240,Empty,Empty,H10,D,24,6
2241,23,24,A11,A,21,6
2242,Empty,Empty,A11,C,23,6
2243,17,1,B11,A,21,6
2244,Empty,Empty,B11,C,23,6
2245,28,5,C11,A,21,6
2246,Empty,Empty,C11,C,23,6
2247,17,35,D11,A,21,6
2248,Empty,Empty,D11,C,23,6
2249,7,47,E11,A,21,6
2250,Empty,Empty,E11,C,23,6
2251,10,22,F11,A,21,6
2252,Empty,Empty,F11,C,23,6
2253,14,2,G11,A,21,6
2254,Empty,Empty,G11,C,23,6
2255,6,18,H11,A,21,6
2256,Empty,Empty,H11,C,23,6
2257,38,30,A11,B,22,6
2258,Empty,Empty,A11,D,24,6
2259,42,46,B11,B,22,6
2260,Empty,Empty,B11,D,24,6
2261,22,6,C11,B,22,6
2262,Empty,Empty,C11,D,24,6
2263,20,2,D11,B,22,6
2264,Empty,Empty,D11,D,24,6
2265,34,22,E11,B,22,6
2266,Empty,Empty,E11,D,24,6
2267,39,44,F11,B,22,6
2268,Empty,Empty,F11,D,24,6
2269,19,39,G11,B,22,6
2270,Empty,Empty,G11,D,24,6
2271,38,44,H11,B,22,6
2272,Empty,Empty,H11,D,24,6
2273,7,17,A12,A,21,6
2274,Empty,Empty,A12,C,23,6
2275,25,41,B12,A,21,6
2276,Empty,Empty,B12,C,23,6
2277,31,12,C12,A,21,6
2278,Empty,Empty,C12,C,23,6
2279,23,48,D12,A,21,6
2280,Empty,Empty,D12,C,23,6
2281,5,30,E12,A,21,6
2282,Empty,Empty,E12,C,23,6
2283,22,20,F12,A,21,6
2284,Empty,Empty,F12,C,23,6
2285,6,40,G12,A,21,6
2286,Empty,Empty,G12,C,23,6
2287,Empty,Empty,H12,A,21,6
2288,Empty,Empty,H12,C,23,6
2289,22,29,A12,B,22,6
2290,Empty,Empty,A12,D,24,6
2291,26,36,B12,B,22,6
2292,Empty,Empty,B12,D,24,6
2293,4,8,C12,B,22,6
2294,Empty,Empty,C12,D,24,6
2295,Empty,Empty,D12,B,22,6
2296,Empty,Empty,D12,D,24,6
2297,Empty,Empty,E12,B,22,6
2298,Empty,Empty,E12,D,24,6
2299,Empty,Empty,F12,B,22,6
2300,Empty,Empty,F12,D,24,6
2301,Empty,Empty,G12,B,22,6
2302,Empty,Empty,G12,D,24,6
2303,Empty,Empty,H12,B,22,6
2304,Empty,Empty,H12,D,24,6
